Item ID,source,Notes,Location,Value,Inventory Date,Selected File Placeholder,Artist Name,Title,Series,Type,Date_Year,Medium,Signatures_and_Writing,Condition,Category,Size H in,Size W in,Size D in,Size Note,Size Units,Dimensions,Selected File Container,File 1 Container,File 2 Container,File 3 Container,File 4 Container,File 5 Container,Owner ID,Exhibited Data::Unique Combo,Exhibited Data::Exhibition ID MATCH FIELD,Exhibitions::Exhibition Name,Owners::Name,Duration,Filming Location
AT.P.1013,Aldo foundation,"""Oct 1/63 / III"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1013.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,23,23,,,in,,AT.P.1013.jpg,"remote:AT.P.1013.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1013_8.jpg",,,,,,,,,,,
AT.P.1014,Aldo foundation,"""Oct 1/63 / II"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1014.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,23,23,,,in,,AT.P.1014.jpg,"remote:AT.P.1014.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1014_8.jpg",,,,,,,,,,,
AT.P.1015,Aldo foundation,"""Aug 22 63 I"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1015.jpg,Aldo Tambellini,,,,1963,Duco on paper,Aldo Tambellini,,Painting,23,23,,,in,,AT.P.1015.jpg,"remote:AT.P.1015.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1015_8.jpg",,,,,,,,,,,
AT.P.1016,Aldo foundation,"""Aug 22 63 III"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1016.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,23,23,,,in,,AT.P.1016.jpg,"remote:AT.P.1016.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1016_8.jpg",,,,,,,,,,,
AT.P.1017,Aldo foundation,"""I Aug 8'63"" on recto, folding to paper","Rack 15, Shelf 1",,12/08/2014,AT.P.1017.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,21.75,31,,,in,,AT.P.1017.jpg,"remote:AT.P.1017.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1017_8.jpg",,,,,,,,,,,
AT.P.1018,Aldo foundation,"""II Aug 8'63"" on recto, some folding to paper","Rack 15, Shelf 1",,12/08/2014,AT.P.1018.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,21.75,31,,,in,,AT.P.1018.jpg,"remote:AT.P.1018.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1018_8.jpg",,,,,,,,,,,
AT.P.1019,Aldo foundation,"""III Aug 8'63"" on recto, some folding to paper","Rack 15, Shelf 1",,12/08/2014,AT.P.1019.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,21.75,31,,,in,,AT.P.1019.jpg,"remote:AT.P.1019.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1019_8.jpg",,,,,,,,,,,
AT.P.1020,Aldo foundation,"""V Aug 8'63"" on recto, some folding to paper","Rack 15, Shelf 1",,12/08/2014,AT.P.1020.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,21.75,31,,,in,,AT.P.1020.jpg,"remote:AT.P.1020.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1020_8.jpg",,,,,,,,,,,
AT.P.1021,Aldo foundation,"""VI Aug 8'63"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1021.jpg,Aldo Tambellini,,,,1963,Duco on paper,Aldo Tambellini,,Painting,21.75,31,,,in,,AT.P.1021.jpg,"remote:AT.P.1021.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1021_8.jpg",,,,,,,,,,,
AT.P.1022,Aldo foundation,"""VII Aug 8-63"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1022.jpg,Aldo Tambellini,,,,1963,Duco on paper,Aldo Tambellini,,Painting,21.75,31,,,in,,AT.P.1022.jpg,"remote:AT.P.1022.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1022_8.jpg",,,,,,,,,,,
AT.P.1023,Aldo foundation,"""VIII Aug 8-63"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1023.jpg,Aldo Tambellini,,,,1963,Duco on paper,Aldo Tambellini,,Painting,21.75,31,,,in,,AT.P.1023.jpg,"remote:AT.P.1023.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1023_8.jpg",,,,,,,,,,,
AT.P.1024,Aldo foundation,"""XI Aug 8-63"" on recto, small rip at top","Rack 15, Shelf 1",,12/08/2014,AT.P.1024.jpg,Aldo Tambellini,,,,1963,Duco on paper,Aldo Tambellini,,Painting,21.75,31,,,in,,AT.P.1024.jpg,"remote:AT.P.1024.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1024_8.jpg",,,,,,,,,,,
AT.P.1025,Aldo foundation,"""Oct 1/63 I"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1025.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1025.jpg,"remote:AT.P.1025.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1025_8.jpg",,,,,,,,,,,
AT.P.1026,Aldo foundation,"""Sept 8'63 I"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1026.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,20,20,,,in,,AT.P.1026.jpg,"remote:AT.P.1026.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1026_8.jpg",,,,,,,,,,,
AT.P.1027,Aldo foundation,"""Sept 8'63 II"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1027.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,20,20,,,in,,AT.P.1027.jpg,"remote:AT.P.1027.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1027_8.jpg",,,,,,,,,,,
AT.P.1028,Aldo foundation,"""Sept 8'63 III"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1028.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,20,20,,,in,,AT.P.1028.jpg,"remote:AT.P.1028.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1028_8.jpg",,,,,,,,,,,
AT.P.1029,Aldo foundation,"""Sept 8'63 IV"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1029.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1029.jpg,"remote:AT.P.1029.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1029_8.jpg",,,,,,,,,,,
AT.P.1030,Aldo foundation,"""V"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1030.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1030.jpg,"remote:AT.P.1030.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1030_8.jpg",,,,,,,,,,,
AT.P.1031,Aldo foundation,"""VI"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1031.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1031.jpg,"remote:AT.P.1031.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1031_8.jpg",,,,,,,,,,,
AT.P.1032,Aldo foundation,"""VII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1032.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1032.jpg,"remote:AT.P.1032.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1032_8.jpg",,,,,,,,,,,
AT.P.1033,Aldo foundation,"""VIII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1033.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1033.jpg,"remote:AT.P.1033.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1033_8.jpg",,,,,,,,,,,
AT.P.1034,Aldo foundation,"""IX"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1034.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1034.jpg,"remote:AT.P.1034.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1034_8.jpg",,,,,,,,,,,
AT.P.1035,Aldo foundation,"""X"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1035.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1035.jpg,"remote:AT.P.1035.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1035_8.jpg",,,,,,,,,,,
AT.P.1036,Aldo foundation,"""XI"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1036.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1036.jpg,"remote:AT.P.1036.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1036_8.jpg",,,,,,,,,,,
AT.P.1037,Aldo foundation,"""Aug 21'63"" ""XII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1037.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1037.jpg,"remote:AT.P.1037.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1037_8.jpg",,,,,,,,,,,
AT.P.1038,Aldo foundation,"""XIII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1038.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1038.jpg,"remote:AT.P.1038.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1038_8.jpg",,,,,,,,,,,
AT.P.1039,Aldo foundation,"""Aug 21'63"" ""XVI"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1039.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1039.jpg,"remote:AT.P.1039.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1039_8.jpg",,,,,,,,,,,
AT.P.1040,Aldo foundation,"""XV"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1040.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1040.jpg,"remote:AT.P.1040.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1040_8.jpg",,,,,,,,,,,
AT.P.1041,Aldo foundation,"""XVI"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1041.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1041.jpg,"remote:AT.P.1041.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1041_8.jpg",,,,,,,,,,,
AT.P.1042,Aldo foundation,"""XVII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1042.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1042.jpg,"remote:AT.P.1042.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1042_8.jpg",,,,,,,,,,,
AT.P.1043,Aldo foundation,"""XVIII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1043.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1043.jpg,"remote:AT.P.1043.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1043_8.jpg",,,,,,,,,,,
AT.P.1044,Aldo foundation,"""XIX"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1044.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1044.jpg,"remote:AT.P.1044.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1044_8.jpg",,,,,,,,,,,
AT.P.1045,Aldo foundation,"""XX"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1045.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1045.jpg,"remote:AT.P.1045.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1045_8.jpg",,,,,,,,,,,
AT.P.1046,Aldo foundation,"""XXI"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1046.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1046.jpg,"remote:AT.P.1046.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1046_8.jpg",,,,,,,,,,,
AT.P.1047,Aldo foundation,"""XXII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1047.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1047.jpg,"remote:AT.P.1047.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1047_8.jpg",,,,,,,,,,,
AT.P.1048,Aldo foundation,"""XXIII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1048.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1048.jpg,"remote:AT.P.1048.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1048_8.jpg",,,,,,,,,,,
AT.P.1049,Aldo foundation,"""XXIV"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1049.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1049.jpg,"remote:AT.P.1049.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1049_8.jpg",,,,,,,,,,,
AT.P.1050,Aldo foundation,"""Aug 21-'63"" ""XXV"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1050.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1050.jpg,"remote:AT.P.1050.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1050_8.jpg",,,,,,,,,,,
AT.P.1051,Aldo foundation,"""XXVI"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1051.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1051.jpg,"remote:AT.P.1051.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1051_8.jpg",,,,,,,,,,,
AT.P.1052,Aldo foundation,"""XXVII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1052.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1052.jpg,"remote:AT.P.1052.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1052_8.jpg",,,,,,,,,,,
AT.P.1053,Aldo foundation,"""Aug 21-'63"" ""XXVIII"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1053.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1053.jpg,"remote:AT.P.1053.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1053_8.jpg",,,,,,,,,,,
AT.P.1054,Aldo foundation,"""Sept 8 AT 63 I"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1054.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1054.jpg,"remote:AT.P.1054.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1054_8.jpg",,,,,,,,,,,
AT.P.1058,Aldo foundation,"""IV Sept 24 63"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1058.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,23,23,,,in,,AT.P.1058.jpg,"remote:AT.P.1058.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1058_8.jpg",,,,,,,,,,,
AT.P.1059,Aldo foundation,"""Oct 7/63"" ""2229"" on verso, ""OCT 63"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1059.jpg,Aldo Tambellini,,,,1963,Duco on paper,Aldo Tambellini,,Painting,23,23,,,in,,AT.P.1059.jpg,"remote:AT.P.1059.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1059_8.jpg",,,,,,,,,,,
AT.P.1060,Aldo foundation,"""Sept 12 63 AT / II"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1060.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,19,19,,,in,,AT.P.1060.jpg,"remote:AT.P.1060.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1060_8.jpg",,,,,,,,,,,
AT.P.1061,Aldo foundation,"""Sept 12 63 / II"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1061.jpg,Aldo Tambellini,,,,1963,Duco on paper,Tambellini,,Painting,19,19,,,in,,AT.P.1061.jpg,"remote:AT.P.1061.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1061_8.jpg",,,,,,,,,,,
AT.P.1062,Aldo foundation,"""Sept 12 63"" on recto","Rack 15, Shelf 1",,12/08/2014,AT.P.1062.jpg,Aldo Tambellini,,,,1963,Duco on paper,A Tambellini,,Painting,19,19,,,in,,AT.P.1062.jpg,"remote:AT.P.1062.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1062_8.jpg",,,,,,,,,,,
AT.P.1063,Aldo foundation,"""VI"" on recto","Rack 15, Shelf 1",,12/09/2014,AT.P.1063.jpg,Aldo Tambellini,,,,n.d.,Duco and sand on paper,,,Painting,28.5,22.5,,,in,,AT.P.1063.jpg,"remote:AT.P.1063.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1063_8.jpg",,,,,,,,,,,
AT.P.1070,Aldo foundation,"""II AT 9-9-62"" on recto, folded, ripped; ""2181"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1070.jpg,Aldo Tambellini,,,,1962,Duco and sand on paper,AT,,Painting,24,19,,,in,,AT.P.1070.jpg,"remote:AT.P.1070.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1070_8.jpg",,,,,,,,,,,
AT.P.1071,Aldo foundation,"""II"" on verso, ""2195"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1071.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,28.5,22.5,,,in,,AT.P.1071.jpg,"remote:AT.P.1071.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1071_8.jpg",,,,,,,,,,,
AT.P.1072,Aldo foundation,"""IV"" on verso, ""2196"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1072.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,28.5,22.5,,,in,,AT.P.1072.jpg,"remote:AT.P.1072.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1072_8.jpg",,,,,,,,,,,
AT.P.1073,Aldo foundation,"""2196"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1073.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,"some tearing, sunning to edge",Painting,29,21.25,,,in,,AT.P.1073.jpg,"remote:AT.P.1073.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1073_8.jpg",,,,,,,,,,,
AT.P.1074,Aldo foundation,"""2197"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1074.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,29,21.25,,,in,,AT.P.1074.jpg,"remote:AT.P.1074.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1074_8.jpg",,,,,,,,,,,
AT.P.1075,Aldo foundation,"""III"" ""A Tambellini August 12-62"" on recto, ""2200"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1075.jpg,Aldo Tambellini,,,,1962,Duco and sand on paper,A Tambellini,,Painting,26,20,,,in,,AT.P.1075.jpg,"remote:AT.P.1075.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1075_8.jpg",,,,,,,,,,,
AT.P.1076,Aldo foundation,"""II"" ""A Tambellini Aug 12-62"" on recto, ""2199"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1076.jpg,Aldo Tambellini,,,,1962,Duco and sand on paper,A. Tambellini,,Painting,26,20,,,in,,AT.P.1076.jpg,"remote:AT.P.1076.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1076_8.jpg",,,,,,,,,,,
AT.P.1077,Aldo foundation,"""I"" ""A Tambellini August 12-62"" on recto, ""2198-I"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1077.jpg,Aldo Tambellini,,,,1962,Duco and sand on paper,A. Tambellini,,Painting,26,20,,,in,,AT.P.1077.jpg,"remote:AT.P.1077.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1077_8.jpg",,,,,,,,,,,
AT.P.1078,Aldo foundation,"""2312"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1078.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,23,23,,,in,,AT.P.1078.jpg,"remote:AT.P.1078.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1078_8.jpg",,,,,,,,,,,
AT.P.1079,Aldo foundation,"""I"" ""A Tambellini April 18/64"" on recto, ""2183"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1079.jpg,Aldo Tambellini,,,,1964,Duco on paper,A. Tambellini,,Painting,26.25,20,,,in,,AT.P.1079.jpg,"remote:AT.P.1079.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1079_8.jpg",,,,,,,,,,,
AT.P.1080,Aldo foundation,"""A Tambellini Aug 12-62"" on recto, ""2192"" on verso","Rack 15, Shelf 1",,12/09/2014,AT.P.1080.jpg,Aldo Tambellini,,,,1962,Duco and perforations on paper,A Tambellini,,Painting,26,20,,,in,,AT.P.1080.jpg,"remote:AT.P.1080.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1080_8.jpg",,,,,,,,,,,
AT.P.1081,Aldo foundation,"(probably not a work of art, paint aligns with perforations to ATP 1081)","Rack 15, Shelf 1",,12/09/2014,AT.P.1081.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,26,20,,,in,,AT.P.1081.jpg,"remote:AT.P.1081.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1081_8.jpg",,,,,,,,,,,
AT.P.1082,Aldo foundation,"""Aldo Tambellini August '62"", erased ""III"" and signature at top, on recto, ""2189"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1082.jpg,Aldo Tambellini,,,,1962,Duco on paper,Aldo Tambellini,,Painting,28.5,22.5,,,in,,AT.P.1082.jpg,"remote:AT.P.1082.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1082_8.jpg",,,,,,,,,,,
AT.P.1083,Aldo foundation,"""II (B)"" and ""Aldo Tambellini August 12-62"" on recto, ""2212"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1083.jpg,Aldo Tambellini,,,,1962,Duco and sand on paper,Aldo Tambellini,,Painting,26,20,,,in,,AT.P.1083.jpg,"remote:AT.P.1083.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1083_8.jpg",,,,,,,,,,,
AT.P.1084,Aldo foundation,"""I"" on recto, ""2229"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1084.jpg,Aldo Tambellini,,,,n.d.,Duco and [plaster] on paper,,,Painting,28.5,22.5,,,in,,AT.P.1084.jpg,"remote:AT.P.1084.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1084_8.jpg",,,,,,,,,,,
AT.P.1085,Aldo foundation,"""V Aldo Tambellini August '62"" on recto","Rack 15, Shelf 3",,12/09/2014,AT.P.1085.jpg,Aldo Tambellini,,,,1962,Duco and [plaster] on paper,Aldo Tambellini,,Painting,22.5,28.5,,,in,,AT.P.1085.jpg,"remote:AT.P.1085.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1085_8.jpg",,,,,,,,,,,
AT.P.1086,Aldo foundation,"""AT '62 II"" on recto","Rack 15, Shelf 3",,12/09/2014,AT.P.1086.jpg,Aldo Tambellini,,,,1962,Duco on paper,AT,,Painting,22.5,28.5,,,in,,AT.P.1086.jpg,"remote:AT.P.1086.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1086_8.jpg",,,,,,,,,,,
AT.P.1087,Aldo foundation,"""VI A Tambellini Aug 22 62"" on recto","Rack 15, Shelf 3",,12/09/2014,AT.P.1087.jpg,Aldo Tambellini,,,,1962,Duco on paper,A Tambellini,,Painting,22.5,28.5,,,in,,AT.P.1087.jpg,"remote:AT.P.1087.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1087_8.jpg",,,,,,,,,,,
AT.P.1088,Aldo foundation,"""AT 62"" on recto","Rack 15, Shelf 3",,12/09/2014,AT.P.1088.jpg,Aldo Tambellini,,,,1962,Duco on paper,AT,,Painting,28.5,22.5,,,in,,AT.P.1088.jpg,"remote:AT.P.1088.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1088_8.jpg",,,,,,,,,,,
AT.P.1089,Aldo foundation,"""2208"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1089.jpg,Aldo Tambellini,,,,n.d.,Duco and sand on paper,,,Painting,26,26,,,in,,AT.P.1089.jpg,"remote:AT.P.1089.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1089_8.jpg",,,,,,,,,,,
AT.P.1090,Aldo foundation,"""V"" on recto, ""2193"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1090.jpg,Aldo Tambellini,,,,n.d.,Duco on paper,,,Painting,28.5,22.5,,,in,,AT.P.1090.jpg,"remote:AT.P.1090.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1090_8.jpg",,,,,,,,,,,
AT.P.1091,Aldo foundation,"""Aldo Tambellini April 18/6[3]4"" on recto, ""2204"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1091.jpg,Aldo Tambellini,,,,1964,Duco on paper,Aldo Tambellini,,Painting,17.5,22.5,,,in,,AT.P.1091.jpg,"remote:AT.P.1091.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1091_8.jpg",,,,,,,,,,,
AT.P.1092,Aldo foundation,"""V AT Sept 8 63"" on recto","Rack 15, Shelf 3",,12/09/2014,AT.P.1092.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1092.jpg,"remote:AT.P.1092.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1092_8.jpg",,,,,,,,,,,
AT.P.1093,Aldo foundation,"""VI AT Sept 8 63"" on recto","Rack 15, Shelf 3",,12/09/2014,AT.P.1093.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1093.jpg,"remote:AT.P.1093.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1093_8.jpg",,,,,,,,,,,
AT.P.1094,Aldo foundation,"""Sept 24 63 I  AT"" and ""Bottom"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1094.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,20,20,,,in,,AT.P.1094.jpg,"remote:AT.P.1094.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1094_8.jpg",,,,,,,,,,,
AT.P.1095,Aldo foundation,"""Bottom"" and ""III Sept 24 63 I"" and ""III"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1095.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1095.jpg,"remote:AT.P.1095.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1095_8.jpg",,,,,,,,,,,
AT.P.1096,Aldo foundation,"""IV"" and ""Sept 24 '63"" on verso","Rack 15, Shelf 3",,12/09/2014,AT.P.1096.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,20,20,,,in,,AT.P.1096.jpg,"remote:AT.P.1096.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1096_8.jpg",,,,,,,,,,,
